,bids_id,condition,hypnosis_depth,procedure,description,session,Visual_lh_delta,Visual_lh_theta,Visual_lh_alpha,Visual_lh_beta,Visual_lh_gamma,Visual_rh_delta,Visual_rh_theta,Visual_rh_alpha,Visual_rh_beta,Visual_rh_gamma,Somatomotor_lh_delta,Somatomotor_lh_theta,Somatomotor_lh_alpha,Somatomotor_lh_beta,Somatomotor_lh_gamma,Somatomotor_rh_delta,Somatomotor_rh_theta,Somatomotor_rh_alpha,Somatomotor_rh_beta,Somatomotor_rh_gamma,DorsalAttention_lh_delta,DorsalAttention_lh_theta,DorsalAttention_lh_alpha,DorsalAttention_lh_beta,DorsalAttention_lh_gamma,DorsalAttention_rh_delta,DorsalAttention_rh_theta,DorsalAttention_rh_alpha,DorsalAttention_rh_beta,DorsalAttention_rh_gamma,VentralAttention_lh_delta,VentralAttention_lh_theta,VentralAttention_lh_alpha,VentralAttention_lh_beta,VentralAttention_lh_gamma,VentralAttention_rh_delta,VentralAttention_rh_theta,VentralAttention_rh_alpha,VentralAttention_rh_beta,VentralAttention_rh_gamma,Limbic_lh_delta,Limbic_lh_theta,Limbic_lh_alpha,Limbic_lh_beta,Limbic_lh_gamma,Limbic_rh_delta,Limbic_rh_theta,Limbic_rh_alpha,Limbic_rh_beta,Limbic_rh_gamma,Frontoparietal_lh_delta,Frontoparietal_lh_theta,Frontoparietal_lh_alpha,Frontoparietal_lh_beta,Frontoparietal_lh_gamma,Frontoparietal_rh_delta,Frontoparietal_rh_theta,Frontoparietal_rh_alpha,Frontoparietal_rh_beta,Frontoparietal_rh_gamma,Default_lh_delta,Default_lh_theta,Default_lh_alpha,Default_lh_beta,Default_lh_gamma,Default_rh_delta,Default_rh_theta,Default_rh_alpha,Default_rh_beta,Default_rh_gamma,Medial_Wall_lh_delta,Medial_Wall_lh_theta,Medial_Wall_lh_alpha,Medial_Wall_lh_beta,Medial_Wall_lh_gamma,Medial_Wall_rh_delta,Medial_Wall_rh_theta,Medial_Wall_rh_alpha,Medial_Wall_rh_beta,Medial_Wall_rh_gamma
150,38,experience3,8.0,relaxation,control,3,3.100957842940551e-26,1.8368985052096414e-26,1.6782115035371183e-26,1.135994362400948e-26,9.325477109525472e-27,8.132862171094351e-26,3.106630043484036e-26,2.0137464753367167e-26,1.22974349505912e-26,9.399624428483372e-27,6.704215254844756e-26,2.110733913586989e-26,1.1458743665649563e-26,5.754407800657315e-27,3.7023119197753286e-27,5.700155942878015e-26,1.6539744428188956e-26,8.765365742607652e-27,4.483047203867471e-27,2.839520906536988e-27,5.306535574748164e-25,1.5570300615840492e-25,8.154049843321918e-26,4.1190729789807516e-26,2.6504056776307797e-26,2.0441904366109955e-25,7.016977391177721e-26,4.316954519377739e-26,2.578753111557478e-26,1.9140646939714816e-26,2.064625483613839e-25,6.173276055878304e-26,3.1852713104618633e-26,1.6414540753593428e-26,1.087151308501351e-26,2.0157844115838063e-25,9.662731833992216e-26,6.919729543446353e-26,4.562260967128595e-26,3.68544969538291e-26,7.203400224004303e-25,2.3417352929392453e-25,1.2779026220919756e-25,7.002674454312928e-26,4.971616448377703e-26,8.201596435070299e-25,2.5638097772405296e-25,1.3413303366338286e-25,7.212553525626524e-26,4.977319069218291e-26,8.977452913350418e-26,2.7430641726095005e-26,1.4667305975960246e-26,7.817356849836423e-27,5.298470418748136e-27,4.228682914421081e-25,1.3773893984519508e-25,7.640798783690433e-26,4.202548509867014e-26,2.976366038041797e-26,2.079023736122102e-25,6.186167823431778e-26,3.1539494381908756e-26,1.5778746273290822e-26,1.016334431192036e-26,1.5451206821609032e-25,6.558015430491685e-26,4.658871507340996e-26,2.6922740103611523e-26,2.206981456403149e-26,4.737752222740058e-24,1.5420352737632372e-24,8.38995204320795e-25,4.5165456583622425e-25,3.1715617688797187e-25,4.3795451917464844e-24,1.4292779215903664e-24,7.820632395198301e-25,4.254272615320409e-25,3.0220504470461544e-25
151,38,experience4,0.0,embedded,control,4,4.8816788023568886e-26,3.685057500324851e-26,3.969855378398483e-26,2.9537180657071236e-26,2.3111732835885006e-26,1.0640695876624722e-25,4.188411388846037e-26,3.0538802255714485e-26,2.30608681621272e-26,1.9189224641768372e-26,5.471832484174457e-26,1.7133406839853944e-26,1.1515854316155927e-26,8.613075907499752e-27,8.177988926825324e-27,5.106472888953122e-26,1.430095084661491e-26,7.918932581501937e-27,5.982694335071275e-27,5.6653018188429075e-27,4.190532101702552e-25,1.3001627084714356e-25,8.447892086977508e-26,6.072361404210027e-26,5.677664566570616e-26,2.099460448664435e-25,8.841182420605213e-26,6.864871146354149e-26,5.076476270883971e-26,4.2154571105092697e-26,1.959801279719018e-25,5.422576935579561e-26,2.95146779057838e-26,2.2818602440277572e-26,2.1713691370910496e-26,3.174283537985177e-25,1.4535596960740612e-25,1.2114182060497593e-25,9.07991298355692e-26,7.431398362091518e-26,7.910950853789482e-25,2.3064478583891075e-25,1.314398853532738e-25,9.948104229193932e-26,9.121609494207112e-26,8.506092552213074e-25,2.470015115841497e-25,1.3538959492331629e-25,1.0081356291185284e-25,9.239033211675516e-26,8.847346759728228e-26,2.442962968478572e-26,1.330409767648092e-26,1.0527510581332972e-26,9.952959367072675e-27,4.699084491534007e-25,1.426785621870086e-25,8.331814702678242e-26,6.311733004782765e-26,5.653695739677604e-26,1.6638511385093909e-25,4.849914998790121e-26,3.086908588791024e-26,2.2964955600766816e-26,2.2485236751430332e-26,1.9571587353121769e-25,6.863836669495714e-26,4.916831387160719e-26,3.8447030665984496e-26,3.5024172413599333e-26,5.150224097593784e-24,1.4786946012479894e-24,8.160238672632879e-25,6.119409890769348e-25,5.682189751089117e-25,4.8842181332941975e-24,1.4101595166294918e-24,7.766785224602455e-25,5.877783715382091e-25,5.422042845496475e-25
152,39,experience1,0.0,relaxation,control,1,6.895493210057206e-25,5.422340460143936e-25,5.721625402947432e-25,3.481475843305027e-25,1.922554066795997e-25,5.862853017875641e-25,4.6846712620096735e-25,5.374306131837583e-25,3.544674270980371e-25,2.3888758117501343e-25,1.506667433987821e-25,1.0996932217786953e-25,1.0717660705072053e-25,7.423644507323732e-26,5.022216877790771e-26,1.795980871536755e-25,1.275544123744388e-25,1.3291058162452102e-25,8.854931977263977e-26,5.735623668290189e-26,1.623283713227745e-24,7.059188108709534e-25,8.826406634052867e-25,5.067927632596683e-25,1.9391428600259147e-25,8.364740452181746e-25,3.81559669933749e-25,5.150606651375523e-25,2.7565162950433957e-25,1.1568187223469696e-25,7.3861146790319575e-25,4.2625524973662375e-25,4.132930061208036e-25,3.170676385698312e-25,2.7068944959010344e-25,7.977416237500457e-25,3.9556580924178343e-25,3.75393354443696e-25,2.9232406772364544e-25,2.0793296649456407e-25,2.829056661091825e-24,1.6579928038277633e-24,1.545782271338356e-24,1.1591215743442282e-24,9.03742122435874e-25,1.7150726361140042e-24,1.0799317255385141e-24,1.082340884853055e-24,9.497665013531971e-25,7.374461537341521e-25,1.1476581452067018e-24,5.760593183392392e-25,6.2134192111172015e-25,6.556963885331335e-25,4.490891245888646e-25,9.080208711424651e-25,4.17067280259464e-25,3.9207009739481803e-25,3.841179607499098e-25,2.7862426781008653e-25,9.705931228164111e-25,5.928290142186972e-25,6.433477907761604e-25,4.347328840273117e-25,2.7366495291719376e-25,1.0286663776808525e-24,5.291117325053879e-25,5.155960141051036e-25,4.133339600506341e-25,2.563275026976377e-25,2.4504308163123023e-24,1.5843700842453654e-24,1.5550651744763426e-24,9.71151931563134e-25,5.988757587317526e-25,2.487532870767497e-24,1.5979912491106144e-24,1.5784994890823643e-24,9.406015262950309e-25,5.587166526592583e-25
153,39,experience2,0.0,embedded,control,2,8.931948524243856e-25,6.119702207310374e-25,7.627317394814637e-25,5.0438676461239725e-25,3.271393209615303e-25,1.2026934439565503e-24,6.762121014160212e-25,7.169545446918897e-25,4.9688488233644735e-25,3.4819176533973883e-25,4.32934337922102e-25,1.6733583001946389e-25,1.5573538950869576e-25,1.0926155091767815e-25,7.751848395280287e-26,3.859460542929532e-25,1.6300908681504414e-25,1.3824866375323358e-25,9.903842785097886e-26,7.90908298587985e-26,3.349457343044625e-24,9.713916592935264e-25,1.4725626218602511e-24,7.7309685613731715e-25,3.593302549225661e-25,1.5981643341847106e-24,6.2870690966597915e-25,8.42903891416546e-25,4.2314750837199935e-25,2.1451700968524835e-25,5.319988572491112e-24,1.4034177446310019e-24,8.984947530367589e-25,6.64800373426085e-25,5.117532771435619e-25,2.7377481405552773e-24,9.88194192921256e-25,7.24178862316143e-25,5.7314567988072975e-25,4.553632650970119e-25,2.605974558908705e-23,6.377035300552741e-24,3.67283151443122e-24,2.9099599733675736e-24,2.1485956988572248e-24,7.008065080867027e-24,2.6799660955044854e-24,1.684083034560848e-24,1.51814265304719e-24,1.1061489629486092e-24,9.78391566867215e-24,2.3888630535597428e-24,1.3068504835972848e-24,1.1458288066653809e-24,8.0464843479434305e-25,2.6022764243720803e-24,9.592361139214227e-25,6.447570545336337e-25,6.0601075568379845e-25,4.2893115868961185e-25,3.822198150300475e-24,1.0470954220106543e-24,1.0154597773370543e-24,7.037064603202595e-25,4.415577961670835e-25,4.027812508612696e-24,1.1406927727983382e-24,8.162599977340582e-25,6.445892128657068e-25,4.633715267758008e-25,1.4623694375059948e-23,4.6356212663224446e-24,3.0724552530828384e-24,2.1003113951225185e-24,1.4050365815148507e-24,1.220999339077488e-23,4.176587823939758e-24,2.994521299864699e-24,1.9224138939155368e-24,1.2475167390698196e-24
154,39,experience3,2.0,whitenoise,hypnosis,3,8.913078590602246e-25,6.51484538555716e-25,8.01342745705401e-25,4.621797869567104e-25,2.792263748451039e-25,7.486615337462995e-25,4.875531782367312e-25,6.426568284403466e-25,3.736881417319877e-25,2.183034800396322e-25,2.0063607024300733e-25,1.449105232066393e-25,1.4350319493939971e-25,9.889915745090046e-26,6.437974604332754e-26,5.3119306459473985e-25,2.398319878397169e-25,1.6361279363193702e-25,1.1939265049579784e-25,1.0661399424913288e-25,1.989624617790014e-24,7.6169474197704665e-25,1.1727957615585071e-24,6.385206817004411e-25,2.403045637933063e-25,1.031303651524146e-24,4.978240917147955e-25,6.8805913995533555e-25,3.575712008620868e-25,2.469035203735144e-25,7.7558538404629615e-25,4.689824713732627e-25,4.998635704070924e-25,3.5431150448377904e-25,2.599470255631539e-25,2.1508337559051035e-24,8.041309478927461e-25,5.328739883495615e-25,4.4509466322476145e-25,5.139106192277298e-25,2.714473404508757e-24,1.966178821767965e-24,1.7068876513913103e-24,1.2853663942383052e-24,1.0475121944438142e-24,2.18993901547756e-24,1.2494613428531285e-24,1.2434915712015783e-24,9.270627168853496e-25,8.18663396696475e-25,8.597824976760731e-25,4.671909088349849e-25,5.516471081107764e-25,3.8211841847097603e-25,2.585892773521408e-25,1.2208251323880948e-24,4.890525037661488e-25,3.571496461431308e-25,2.3424197296367576e-25,2.3641441386281647e-25,1.345996951794934e-24,7.298117556380428e-25,8.544154645762181e-25,5.623436777845627e-25,3.7039611400364095e-25,1.2755256411931955e-24,6.381174307885211e-25,5.499801479248242e-25,3.9955723850907096e-25,3.3887423896720743e-25,2.7607317320240155e-24,1.932286880903316e-24,1.92161118679678e-24,1.1957098035693278e-24,8.023911232625448e-25,3.689715161047985e-24,2.102104751852863e-24,1.96926100608986e-24,1.22049998358275e-24,8.357684349364746e-25
155,39,experience4,8.0,confusion,hypnosis,4,1.3514901565576006e-24,1.0201393889441231e-24,1.1484591202909195e-24,6.226842363746795e-25,4.03689290901444e-25,3.29168537041306e-24,2.503114327228662e-24,3.0010486852431727e-24,1.5097688004363826e-24,9.798447554389566e-25,1.673976332677348e-25,1.2442662814332952e-25,1.103743075938889e-25,7.813331284871312e-26,5.270818698734793e-26,2.544855047189758e-25,1.9421149397849647e-25,1.7668481409457624e-25,1.2885369228256244e-25,7.836682158773007e-26,1.9512112229924784e-24,8.304321158535941e-25,8.395308465919767e-25,4.892421898956886e-25,2.548241841496293e-25,1.0786196951751568e-24,6.848977262307603e-25,8.311017509545139e-25,4.439052504764201e-25,2.62876872131863e-25,2.0976235272894425e-24,5.868241750742542e-25,4.861285719544316e-25,3.5491903850583872e-25,2.573509031586337e-25,1.3126243506696122e-24,9.018899738698547e-25,1.0371372714331023e-24,5.693933077606343e-25,3.72023150708589e-25,5.4745824713714534e-24,2.5247429348471307e-24,2.1976782391255758e-24,1.6870687460689533e-24,1.1821024194772571e-24,1.3592712655646244e-23,9.747562619836149e-24,1.1911192418698234e-23,5.9139268611914055e-24,3.729743149323344e-24,4.5005050430393704e-24,7.537608069399784e-25,6.064091775137331e-25,8.431400446525779e-25,6.262094012749556e-25,1.6493057430063198e-24,6.8675986456709755e-25,6.8887052340177975e-25,5.7371382368920455e-25,3.980959208504913e-25,1.3850623822147355e-24,7.718762706252783e-25,7.4058207456559e-25,5.8225093838088515e-25,3.947065004732616e-25,1.6579889055933448e-24,7.811338133849719e-25,8.470222594732846e-25,5.9861451899011475e-25,3.9111962187662905e-25,1.0589564474839201e-23,4.8428548716436284e-24,5.151115365861573e-24,2.8176541103998303e-24,1.9966398755048224e-24,1.1274609264389061e-23,6.688420849115778e-24,7.673736024675837e-24,3.584162994324395e-24,2.228677850685091e-24
156,40,experience1,6.0,confusion,control,1,3.0603853883277987e-25,1.2469493643433035e-25,1.1032377607992089e-25,1.1947353884608647e-25,9.755160022187583e-26,7.129014753669031e-26,2.2524967012306702e-26,2.245272375896559e-26,1.8779212617919028e-26,1.442870786704527e-26,1.583982710184706e-26,8.597227963127648e-27,8.388055265321943e-27,6.198361692887063e-27,4.7176674181551005e-27,7.569043363485551e-26,2.703591314055778e-26,2.3209104822697422e-26,2.117949547645588e-26,1.6149166595940895e-26,3.2126075883414726e-25,1.1426897186337845e-25,1.0449543364860195e-25,7.852264941183751e-26,5.817098885712045e-26,7.767997244890905e-25,2.9472706723999357e-25,2.647394148168277e-25,3.064275866621815e-25,2.5032762294602907e-25,5.664453450336247e-25,2.22333551129095e-25,1.9084743567511616e-25,2.4388684662010186e-25,1.9697894685650925e-25,1.0287150235428776e-24,3.295868530861906e-25,2.5482277808016885e-25,2.190897785510216e-25,1.6325198971558597e-25,1.6111633254773566e-24,5.665169029747754e-25,4.810632122389058e-25,5.927115847769166e-25,4.798789225264331e-25,1.3624550037817675e-24,3.870580342985309e-25,2.8739602955920154e-25,2.658634700633452e-25,2.0053184670571329e-25,6.076427390817091e-25,1.986271720231885e-25,1.7733308176898831e-25,2.366094824788509e-25,1.9184544453100016e-25,1.0387025849350515e-24,3.069829462295481e-25,2.533703511050431e-25,3.1499168025227035e-25,2.52496667325854e-25,3.7804864877846887e-25,1.4227744805595179e-25,1.2358162784895301e-25,1.448136652386257e-25,1.1778104727054225e-25,5.54876881054382e-25,1.435421817581744e-25,1.3146669893110629e-25,1.642703401367884e-25,1.347175324114404e-25,3.50134443073144e-24,1.2483028180972127e-24,1.0568812077885747e-24,1.1294033708888798e-24,9.046354456652706e-25,3.620054447475455e-24,1.2237808126192555e-24,9.757481868266934e-25,9.423627611262521e-25,7.301398689711972e-25
157,40,experience2,0.0,embedded,control,2,3.146464336539485e-23,2.635517409483331e-24,6.3490459367310155e-25,5.294134971763427e-25,5.565142602931359e-25,2.9528066286382687e-24,2.152946151995417e-25,1.0264016429077038e-25,7.205903348149845e-26,6.241218418609453e-26,3.941727668612101e-25,5.714874980086408e-26,3.618407793352618e-26,2.105107254622019e-26,1.8077232139608647e-26,5.7454517248099385e-24,6.069384302187959e-25,1.8755448543612693e-25,1.3871566856299022e-25,1.4584709039460785e-25,2.5939018187381712e-23,2.4276839257731563e-24,7.050243957946656e-25,5.171702763462335e-25,5.06524274378412e-25,8.028283728338812e-23,6.0648871198625605e-24,1.4728370405410974e-24,1.2360890765459975e-24,1.2406633188802862e-24,6.122599100017846e-23,4.3459596382499596e-24,1.0031596237342035e-24,8.774293451958797e-25,8.822688443851563e-25,7.522433590411402e-23,6.965772062616088e-24,1.934684227654796e-24,1.4261569512849171e-24,1.4405662052150226e-24,1.6267602594129897e-22,1.1863829307079401e-23,2.814985710027007e-24,2.362724567850881e-24,2.416218709638293e-24,7.120197976123507e-23,5.924675070271904e-24,1.8869695715201185e-24,1.3616551689270904e-24,1.3084119366046302e-24,4.564698211251307e-23,2.825895555054913e-24,7.2415076278370495e-25,6.57436323452093e-25,6.6494703689726565e-25,6.699058086923538e-23,4.610951934652343e-24,1.2647931468759581e-24,1.041728610086969e-24,1.0325919177064115e-24,4.063500130562873e-23,3.0820215097093915e-24,7.547596078690698e-25,6.384935274384854e-25,6.4566455803087925e-25,1.0103012135223869e-23,1.1898856033546492e-24,5.979820498454068e-25,4.977824872191069e-25,5.458829070994645e-25,3.6711709165151994e-22,2.951565658016986e-23,7.151386212982248e-24,5.7221131293053154e-24,5.9397122474959084e-24,3.2387616851700483e-22,2.673731835910949e-23,6.812335856193669e-24,5.2145866583645965e-24,5.4256038523315596e-24
158,40,experience3,6.0,relaxation,hypnosis,3,2.7758404990073496e-25,1.103742045395598e-25,8.034581616571892e-26,8.278966109038147e-26,6.298543905712979e-26,6.59369492884803e-26,2.695245566308758e-26,2.2517847763754032e-26,1.6206025624272062e-26,1.1551959515873978e-26,2.163732520423408e-26,1.4288542336763408e-26,1.0627353362949927e-26,6.885396461349595e-27,4.8772794142908796e-27,6.843819694272085e-26,3.182149306431995e-26,2.1776569213166168e-26,1.7010109797887134e-26,1.2315478048312428e-26,2.7448336252785625e-25,1.142726660886033e-25,8.243414280560621e-26,6.213807094772791e-26,4.263624014244515e-26,7.276554333318157e-25,2.732961457493328e-25,2.075600997297979e-25,2.24376285328821e-25,1.7669714952790994e-25,5.094014291473433e-25,1.9898974793527027e-25,1.3734783505756612e-25,1.7442898032484893e-25,1.3646554843982333e-25,9.032883811524926e-25,3.2441646078809847e-25,1.9928361384429283e-25,1.6937490740633802e-25,1.2134361307531129e-25,1.3668608190871542e-24,5.093447656384113e-25,3.4756684418862685e-25,4.214837976175512e-25,3.306711533477683e-25,1.274750537914047e-24,3.936699063767682e-25,2.3711419827282065e-25,2.04067310910818e-25,1.4763608532011948e-25,5.9381087676739655e-25,1.8544681072576438e-25,1.4257806988568403e-25,1.798830646789132e-25,1.4173881333980823e-25,9.896566526010436e-25,2.919906716999407e-25,2.0317631648524239e-25,2.3237701698701267e-25,1.8443474891623856e-25,3.632222597777301e-25,1.3640502156075054e-25,9.458607713552284e-26,1.1080196565065177e-25,8.581838851972069e-26,5.008874394528035e-25,1.4353086115061752e-25,1.0155778282256426e-25,1.1971712490013697e-25,9.278010040159948e-26,2.882891510474905e-24,1.2068237135476556e-24,8.0300130230271155e-25,8.0911288602187645e-25,6.234104956466208e-25,3.0914545684719244e-24,1.2100045385803428e-24,7.674857847396226e-25,6.89344902553811e-25,5.148836589680625e-25
159,40,experience4,2.0,whitenoise,hypnosis,4,6.637753335170678e-25,2.9282236205194773e-25,2.767281089679686e-25,2.106923862006738e-25,1.7335007327718497e-25,8.511235827087107e-26,4.0371963331675096e-26,5.098480581294556e-26,3.258111343603625e-26,2.3222669837134764e-26,3.5318328360872036e-26,2.0860355787964203e-26,2.822862109735094e-26,1.6046266574709628e-26,1.3307821339317214e-26,1.8029250581843718e-25,9.132695390225532e-26,1.0141770275526632e-25,5.659726805103427e-26,4.0317141101189857e-26,7.073997139780871e-25,3.46745956600138e-25,3.764729284437893e-25,2.0561601178792511e-25,1.2820754181125619e-25,1.4077286161058666e-24,6.714706436057755e-25,6.386083651910902e-25,4.906362183120766e-25,3.923262806020802e-25,1.1852091745915735e-24,5.016381495848461e-25,3.9449418650099278e-25,3.6476234228031582e-25,3.0258762291776984e-25,1.894033714698512e-24,1.0221634219116756e-24,1.0424132053174944e-24,5.664864787086961e-25,3.539541909208272e-25,3.192071524644089e-24,1.4294585449362051e-24,1.175928933865217e-24,9.251277065495702e-25,7.246517896418687e-25,1.873170517303979e-24,9.803602253775611e-25,1.0223218328807226e-24,5.538470442795628e-25,3.4948859172857885e-25,8.673635903182761e-25,3.7068516566646423e-25,2.948668298138584e-25,3.034797498821136e-25,2.670860759345269e-25,1.3792671783396684e-24,6.382720844705544e-25,5.569776010261951e-25,4.399274786070927e-25,3.4663886992986577e-25,8.825605879367773e-25,4.0022483296629056e-25,3.3980390721675938e-25,2.707432366080025e-25,2.13153491476156e-25,6.99174345754471e-25,3.010135338799522e-25,3.636918428920021e-25,2.6516451921867817e-25,2.4661231289161806e-25,7.837760211414178e-24,3.525690848316321e-24,3.2845358839312623e-24,2.179521685554365e-24,1.6138945683607622e-24,7.33274919944013e-24,3.5113359337517395e-24,3.504718379881761e-24,2.0128785082691473e-24,1.3438103166432955e-24
160,41,experience1,7.0,whitenoise,hypnosis,1,5.088097320744222e-25,1.3612272485902686e-25,1.000694805607115e-25,4.059852636924088e-26,2.000451538626719e-26,5.812164828219099e-25,1.53753016655698e-25,1.454204327512657e-25,4.395507388548315e-26,2.1539443060836815e-26,5.841390027498312e-26,3.034752326506939e-26,2.5049065972448767e-26,1.0186168531274776e-26,3.98990310131959e-27,6.201292602860462e-26,3.1744026479207003e-26,2.553695709639766e-26,1.0982054176466108e-26,4.4220758835497196e-27,3.449064344532982e-25,1.4904198351836528e-25,1.2869009156764749e-25,5.494603175147227e-26,2.4721625304279383e-26,1.7324736288459175e-25,8.502538203049643e-26,8.275633280853708e-26,3.645522668458545e-26,1.766895648110393e-26,3.271685375314312e-25,1.0834994684631077e-25,7.240464393348486e-26,3.099799822486651e-26,1.4403570229450474e-26,7.480285690139503e-25,1.596497781990405e-25,1.105373093097919e-25,4.971091410428362e-26,2.6451104988664617e-26,1.7279513933626474e-24,4.191642862682904e-25,2.706646234122999e-25,1.0996979510788147e-25,6.294173280243579e-26,1.3908596377386804e-24,3.116075331142231e-25,1.9895187722697656e-25,7.644776178980457e-26,3.6956216872770767e-26,3.825793216169193e-25,1.1917066833500752e-25,9.622809550849798e-26,4.0288152946232063e-26,2.0942071813209363e-26,1.382036430396887e-24,2.0136595806115176e-25,1.3625058283078807e-25,6.654993851710782e-26,4.421873711216665e-26,3.1021206212662947e-25,1.0531125145115427e-25,8.549792582956623e-26,3.7018846182497317e-26,1.8498558322940863e-26,4.703866432185663e-25,1.4084797586822967e-25,9.59485159061712e-26,4.196036395543008e-26,2.2959313354255172e-26,5.763072713220225e-24,1.4378838947136232e-24,8.994290145600157e-25,3.3063983557620587e-25,1.5762162941997402e-25,3.935613531989728e-24,1.0133573833179711e-24,6.881660584419573e-25,2.565852342006793e-25,1.2343745462000152e-25
161,41,experience2,9.0,relaxation,hypnosis,2,2.247139240200496e-25,1.471393355544615e-25,9.757864722788684e-26,4.310907208689735e-26,2.4476295668174075e-26,2.6207897025392717e-25,1.7450752267151936e-25,1.1357393711347542e-25,4.2826462319626726e-26,2.1327442468686936e-26,4.615859611767922e-26,2.851973966485215e-26,2.159968237649295e-26,9.490872791727172e-27,5.2991969040749525e-27,4.702536264874707e-26,2.8335169753149544e-26,2.147217025374166e-26,9.50518229008826e-27,3.855915038242726e-27,3.0145050629815827e-25,1.5872534246898533e-25,1.3095813044729418e-25,5.07071743688097e-26,2.4226446782159336e-26,2.9568715085697214e-25,1.1956298823760066e-25,8.237578646408475e-26,3.620125309757832e-26,1.8531427781319044e-26,1.7177835519551658e-25,1.0545064142891118e-25,7.060697411211433e-26,3.0407134470034776e-26,1.6222962143388396e-26,2.255720987238536e-25,1.3760472008336225e-25,8.987116133285651e-26,3.813262545909023e-26,1.7466997330019222e-26,7.235733873803592e-25,3.841643356995257e-25,2.3872503254945946e-25,1.011616283324908e-25,6.035030488243574e-26,6.011388303788206e-25,3.681470312643833e-25,2.2732537768628002e-25,8.239034341657443e-26,3.8993605240513726e-26,1.980649220439588e-25,1.1429039870430918e-25,7.707673424781806e-26,3.962168363652183e-26,2.6644132090557163e-26,3.344266095867176e-25,1.984309416891652e-25,1.1596928981639696e-25,4.704077710762751e-26,2.218756556823699e-26,1.943986704636156e-25,1.1461133680959925e-25,7.698074612953229e-26,3.6632440607724796e-26,2.0184554509210403e-26,2.223522263467643e-25,1.3677186939691989e-25,8.221785910597573e-26,3.661782044699927e-26,1.5755878258265582e-26,2.6137925871748262e-24,1.4962884655804355e-24,8.916505183216963e-25,3.1644045582472827e-25,1.3174159439226712e-25,1.8339234010096512e-24,1.1023753961306936e-24,6.7475580105849925e-25,2.455840709968046e-25,1.070557136538683e-25
162,41,experience3,1.0,confusion,control,3,8.361359729266002e-25,2.72834500226598e-25,1.5706275973448264e-25,7.948455449261846e-26,5.974429401855379e-26,8.270334623495402e-25,2.573497719098647e-25,1.6982704543508395e-25,8.227845098944101e-26,6.249579965364809e-26,7.915890685139233e-26,3.552294543105264e-26,2.7046150374175723e-26,1.720277760695817e-26,1.4309636660834108e-26,1.3706539346246832e-25,4.514063697942555e-26,3.233702907316029e-26,1.7505488672190602e-26,9.631247005143831e-27,7.312254558849257e-25,2.8831066374686345e-25,1.8853680289774047e-25,9.156681359662252e-26,5.541072279889894e-26,2.997259461697766e-25,1.2206771808654349e-25,1.018929326390676e-25,5.210407989716541e-26,2.921318046909551e-26,6.766179706477156e-25,2.0730428003414358e-25,1.050450173967936e-25,5.791154640432149e-26,4.958525675883527e-26,1.6460855954957512e-24,4.423900828596094e-25,2.2753192779889283e-25,1.062836824948795e-25,9.074408892210116e-26,3.7220776136116904e-24,1.0086282782879546e-24,4.597609747885156e-25,2.336748812410346e-25,2.1257263055979566e-25,2.3755014061680124e-24,6.5224788519697985e-25,3.116176357210984e-25,1.524208085574548e-25,1.2549514755027822e-25,1.224686279342156e-24,2.9771373258690334e-25,1.499627982908895e-25,9.708072296848638e-26,9.485011983837264e-26,2.2207484809207765e-24,5.9196014503915875e-25,2.66786889946408e-25,1.2585874578051452e-25,1.0072149191838906e-25,6.129979390847012e-25,1.6729774594633187e-25,1.0805182225726738e-25,6.116323242448609e-26,4.080201055582101e-26,4.4065044690919715e-25,1.7476392801209932e-25,1.1099348701300926e-25,6.186679932440321e-26,4.6679309731040775e-26,1.2544701217483953e-23,3.644912047271555e-24,1.59949873366848e-24,7.096121251386739e-25,5.611567577694777e-25,1.0218840749968065e-23,2.8298589513229e-24,1.2201032832182518e-24,5.532077314922147e-25,4.534722202901261e-25
