,bids_id,condition,hypnosis_depth,procedure,description,session,Visual_lh_delta,Visual_lh_theta,Visual_lh_alpha,Visual_lh_beta,Visual_lh_gamma,Visual_rh_delta,Visual_rh_theta,Visual_rh_alpha,Visual_rh_beta,Visual_rh_gamma,Somatomotor_lh_delta,Somatomotor_lh_theta,Somatomotor_lh_alpha,Somatomotor_lh_beta,Somatomotor_lh_gamma,Somatomotor_rh_delta,Somatomotor_rh_theta,Somatomotor_rh_alpha,Somatomotor_rh_beta,Somatomotor_rh_gamma,DorsalAttention_lh_delta,DorsalAttention_lh_theta,DorsalAttention_lh_alpha,DorsalAttention_lh_beta,DorsalAttention_lh_gamma,DorsalAttention_rh_delta,DorsalAttention_rh_theta,DorsalAttention_rh_alpha,DorsalAttention_rh_beta,DorsalAttention_rh_gamma,VentralAttention_lh_delta,VentralAttention_lh_theta,VentralAttention_lh_alpha,VentralAttention_lh_beta,VentralAttention_lh_gamma,VentralAttention_rh_delta,VentralAttention_rh_theta,VentralAttention_rh_alpha,VentralAttention_rh_beta,VentralAttention_rh_gamma,Limbic_lh_delta,Limbic_lh_theta,Limbic_lh_alpha,Limbic_lh_beta,Limbic_lh_gamma,Limbic_rh_delta,Limbic_rh_theta,Limbic_rh_alpha,Limbic_rh_beta,Limbic_rh_gamma,Frontoparietal_lh_delta,Frontoparietal_lh_theta,Frontoparietal_lh_alpha,Frontoparietal_lh_beta,Frontoparietal_lh_gamma,Frontoparietal_rh_delta,Frontoparietal_rh_theta,Frontoparietal_rh_alpha,Frontoparietal_rh_beta,Frontoparietal_rh_gamma,Default_lh_delta,Default_lh_theta,Default_lh_alpha,Default_lh_beta,Default_lh_gamma,Default_rh_delta,Default_rh_theta,Default_rh_alpha,Default_rh_beta,Default_rh_gamma,Medial_Wall_lh_delta,Medial_Wall_lh_theta,Medial_Wall_lh_alpha,Medial_Wall_lh_beta,Medial_Wall_lh_gamma,Medial_Wall_rh_delta,Medial_Wall_rh_theta,Medial_Wall_rh_alpha,Medial_Wall_rh_beta,Medial_Wall_rh_gamma
50,13,experience3,6.0,confusion,control,3,1.693838483327425e-24,3.584173009964775e-25,1.4411989138955722e-25,7.077674146530259e-26,7.248866697107551e-26,2.1974779504885206e-24,4.610882222361467e-25,1.6388672517089047e-25,7.663902843244789e-26,7.883239891985137e-26,4.070715460709195e-25,8.667547933999062e-26,2.852207876458472e-26,1.3524654285935127e-26,1.3804646124992227e-26,1.7182566309259765e-25,3.6565049283214677e-26,1.489906241437652e-26,6.455375727378059e-27,6.99715522210456e-27,2.6237620517830565e-24,5.556491424261519e-25,2.233574848438605e-25,1.1640515395740609e-25,1.1654042931929786e-25,1.0053637490430517e-23,2.1166510361695918e-24,7.223439144927645e-25,3.3569859962470517e-25,3.437604037526613e-25,3.890231425223567e-24,8.206091664371902e-25,2.6931700860093294e-25,1.2597804368499654e-25,1.2982351877644243e-25,2.1814827366670534e-24,4.616794771368339e-25,1.7237612106343828e-25,7.057878155418088e-26,7.645938399296592e-26,5.5317668438664565e-24,1.1538614591785875e-24,4.214087845049948e-25,1.9897502518495176e-25,2.0663528152942632e-25,9.241904603445909e-24,1.9358915690258326e-24,6.546141981080197e-25,2.942557165797044e-25,3.0680148446667784e-25,7.521095795464816e-25,1.568956431066708e-25,5.397309954337564e-26,2.3296884891235806e-26,2.54239711971933e-26,1.0272795380812095e-24,2.2234070328973677e-25,9.510047301843644e-26,4.871765155807473e-26,4.837988494363547e-26,2.8335558622673267e-24,5.9973210699078175e-25,1.954179570916929e-25,9.188723912047428e-26,9.443291990372184e-26,6.5093043849767015e-25,1.4066509473521695e-25,4.9466083065485296e-26,2.772194032989594e-26,2.6762198832694384e-26,3.001037298651297e-23,6.2873144169136245e-24,2.27536839741557e-24,9.971126854387832e-25,1.0529297882497154e-24,2.811222084472791e-23,5.889278275692683e-24,2.1308467635915635e-24,9.298363757485832e-25,9.825149351287928e-25
51,13,experience4,6.0,relaxation,hypnosis,4,4.8029808826218895e-25,1.0165793090020152e-25,5.791531326276037e-26,4.113337242990577e-26,3.100939675279888e-26,2.376524763958973e-25,5.462088476915803e-26,3.395656193969627e-26,2.16774248741961e-26,1.5705114998136158e-26,1.4980115929443689e-26,7.18472482701108e-27,5.195794105012756e-27,2.931750850376436e-27,1.9253013287756903e-27,5.965455716711619e-26,1.2533264024339668e-26,7.508536564107521e-27,4.872306382098385e-27,3.5570067198627156e-27,4.9101309542072755e-25,1.1875002307401475e-25,7.037840272576517e-26,5.029319689193628e-26,3.762744767231881e-26,7.146497711431068e-25,1.8951198972299744e-25,1.2443107084157408e-25,7.291852769938181e-26,5.016031621441381e-26,1.7876768301566919e-25,5.748897316215188e-26,3.966193144005093e-26,2.230699381349622e-26,1.520283703309189e-26,5.756617086257531e-25,1.1850700885768383e-25,6.895435023512169e-26,4.4457404888878623e-26,3.237247355541283e-26,9.086538811196798e-25,1.9461910785276908e-25,1.1246188527861849e-25,7.725373702756445e-26,5.746976321162918e-26,8.248254825638131e-25,1.9191920735623496e-25,1.2062594062918735e-25,7.367621687265301e-26,5.252378229905433e-26,1.456425651950888e-25,2.959398346469986e-26,1.6772632815951568e-26,1.0849541334711167e-26,7.972218331868734e-27,3.112779600869719e-25,7.109156408327796e-26,4.101553150913748e-26,3.0316182410513407e-26,2.333176191607753e-26,1.1713972306517064e-25,3.901452850550149e-26,2.7004961701770344e-26,1.5344062868329857e-26,1.0369549526050995e-26,1.1394923590913168e-26,8.05509286577597e-27,6.3323725957809504e-27,3.976351402904197e-27,2.7379687014924927e-27,6.146695572166497e-24,1.2595902877904083e-24,7.219846507412083e-25,4.8384095129978165e-25,3.5644874206439177e-25,5.7272578355852084e-24,1.1860458973802279e-24,6.804129385199642e-25,4.5540642389166605e-25,3.354765843460958e-25
52,14,experience1,1.0,embedded,control,1,1.3328892920004252e-24,6.50337569360273e-25,3.5303012663209657e-25,1.906928046913988e-25,1.2564084947137668e-25,9.896257408104451e-25,4.813141195583625e-25,2.597161206122922e-25,1.3962312730240894e-25,9.278700253508156e-26,7.399801850178847e-27,4.004193563283814e-27,2.7052826613359327e-27,1.4452429564292658e-27,9.20343042581738e-28,3.071166596422312e-26,1.4691717215100702e-26,8.056944496064293e-27,4.236443045947005e-27,2.7591783295016158e-27,3.0189569124804188e-24,1.4782105432898376e-24,7.979579454847206e-25,4.3340625878761855e-25,2.857116648665031e-25,1.0529116454292383e-24,5.067571714963212e-25,2.7462767486423677e-25,1.47795460155927e-25,9.748827345550932e-26,3.814291743605032e-25,1.849274578423895e-25,1.0242659511877642e-25,5.413110040125224e-26,3.562893347517495e-26,9.729849568038964e-25,4.709210962782872e-25,2.56856017485192e-25,1.3631693653553371e-25,8.866252756513571e-26,3.4912677842008075e-24,1.6973278934386232e-24,9.170164162495655e-25,4.965897726313461e-25,3.297096463663065e-25,2.0761620326410013e-24,1.0088849363962022e-24,5.404541757399344e-25,2.9026575947153057e-25,1.908841949657919e-25,6.887141229989418e-26,3.406144838893597e-26,1.8698461015288376e-26,1.053226342801004e-26,7.325629834226005e-27,1.0626697991338786e-24,5.239736545045353e-25,2.8023493686147434e-25,1.5243240106371062e-25,1.0084762316962924e-25,5.5536287064482125e-25,2.735590081300308e-25,1.4987664528781439e-25,8.020793012462402e-26,5.32793324091592e-26,3.802107661566937e-25,1.917434793299335e-25,1.0311630760982332e-25,5.762302342718717e-26,3.940000280319155e-26,1.9770079313974026e-23,9.663483445298276e-24,5.213444522859786e-24,2.8207016662424952e-24,1.8580718594653408e-24,1.5670998458651918e-23,7.642089537280881e-24,4.1140456088284976e-24,2.230730562062361e-24,1.471913142640616e-24
53,14,experience2,3.0,confusion,control,2,9.854770273849294e-26,6.14493892381522e-26,3.55016828398502e-26,2.1248772632336003e-26,1.649375032584606e-26,6.971941926128697e-26,4.457608157695286e-26,2.482974835455872e-26,1.407700932249582e-26,1.0728449953086114e-26,2.31580727792462e-27,1.9682061381924933e-27,1.5483101550728224e-27,1.1651435070924026e-27,7.294156750809158e-28,2.48214551635e-27,1.6954457493748498e-27,9.671091835583482e-28,5.594363283124066e-28,3.620348769208915e-28,2.146408932943952e-25,1.3887042723882165e-25,8.458323125609618e-26,4.939013649078001e-26,3.710258696562792e-26,7.176389433653041e-26,4.4404380073750125e-26,2.5553438196027582e-26,1.4229769650492282e-26,1.0314785635208872e-26,2.480277229878548e-26,1.7905112245164114e-26,1.005070901378749e-26,5.976426970015437e-27,3.9710403412267e-27,7.66935965943806e-26,4.56194082489328e-26,2.345892780373414e-26,1.3133560100782496e-26,9.595967663540806e-27,2.487368366133095e-25,1.541956396264136e-25,8.671482845694607e-26,4.793902203732015e-26,3.431631509329758e-26,1.524065761799953e-25,9.100334790231124e-26,4.989390255153637e-26,2.7816178505028914e-26,2.0724149368521262e-26,6.454012870256851e-27,5.0004236371850865e-27,3.0613420053706654e-27,1.9147035918443886e-27,1.413845035108936e-27,9.152885260819708e-26,5.641620899636048e-26,3.0535219308294485e-26,1.7006500993140786e-26,1.2408177456172163e-26,3.4984827727744253e-26,2.3872310368910742e-26,1.417856394167947e-26,9.556906146645086e-27,7.998366723148354e-27,3.778369892672898e-26,2.565364604384846e-26,1.633657532101113e-26,8.884786062598565e-27,5.936638834675425e-27,1.4303064056636783e-24,9.095543524538371e-25,5.185371330714788e-25,2.9640296899399083e-25,2.222286714307933e-25,1.1371992476907111e-24,7.2151883989791745e-25,4.071838424619957e-25,2.312769188702562e-25,1.7123945502139262e-25
54,14,experience3,5.0,whitenoise,hypnosis,3,4.588859620292702e-26,3.06405822956164e-26,2.1199492488816286e-26,1.3284662165338737e-26,9.605892617996055e-27,3.258579699856125e-26,2.104028361319736e-26,1.4059103292549302e-26,8.647426322832026e-27,6.311511873495872e-27,1.4882787202902686e-27,1.183032028075549e-27,1.1791994918486138e-27,8.318376990124423e-28,4.132188177381027e-28,1.1843983757155916e-27,8.380333753115532e-28,5.9017821887869165e-28,3.945578754438367e-28,2.735142124979805e-28,1.004683980965702e-25,6.443347651799423e-26,4.772286554837671e-26,3.0577036010118187e-26,2.225462692296218e-26,2.919111125043901e-26,1.879385031671883e-26,1.331053885440509e-26,8.101281587540121e-27,5.79486020412675e-27,1.2084700186645915e-26,8.45383197670045e-27,5.9654701655704264e-27,3.993659167401306e-27,2.6153513583373137e-27,3.1762079726824945e-26,2.145075614912451e-26,1.3399358626798026e-26,8.302283295683922e-27,6.0953284600514705e-27,1.0778003783446134e-25,6.991485625553354e-26,4.548931798311436e-26,2.87642821174844e-26,2.098945619184716e-26,6.404645588600479e-26,3.9970292743601045e-26,2.5486342185358107e-26,1.5688437190325944e-26,1.1478926008517594e-26,3.706177014348048e-27,2.8654584254950683e-27,2.008500266180546e-27,1.2828866258476383e-27,8.582247463001484e-28,3.955900623482161e-26,2.695732162367805e-26,1.6612425939183083e-26,1.020941997705856e-26,7.464328259295087e-27,1.7590881008812564e-26,1.1663564216615543e-26,8.499177236727911e-27,5.725659272007194e-27,4.149999037535979e-27,1.854828964660412e-26,1.399601595078938e-26,9.431892665573644e-27,5.51252898757801e-27,3.7367906594961945e-27,6.494222074806617e-25,4.250595590439365e-25,2.7967418076829003e-25,1.7642145088212487e-25,1.294542439917571e-25,4.934240760464762e-25,3.227921259194407e-25,2.10375837680328e-25,1.331146360954322e-25,9.942981243242168e-26
55,14,experience4,2.0,relaxation,hypnosis,4,1.5330882312473706e-25,6.042184100911919e-26,3.861094570953871e-26,2.1341525922885886e-26,1.6749534108292363e-26,1.093020333671881e-25,4.3350792402182304e-26,2.5839597553815696e-26,1.4412409028065464e-26,1.1309349614551679e-26,2.4063314387659964e-27,1.6033609115675654e-27,1.1702826262824386e-27,7.601569348158496e-28,5.204832445235251e-28,3.296321555971228e-27,1.3366222559003455e-27,8.842452187367556e-28,5.070199970027153e-28,3.696679459885544e-28,3.3482797287588277e-25,1.322472288012023e-25,8.399220952471186e-26,4.801271688202322e-26,3.835308601131489e-26,1.1505649233727744e-25,4.092465191193422e-26,2.482851187649342e-26,1.3683414679981557e-26,1.0871093949410378e-26,4.202131111880435e-26,1.6919055943605187e-26,1.0233411803537032e-26,5.54896663743644e-27,3.992835079844253e-27,1.0406184032186032e-25,4.2129083564051537e-26,2.466101950608979e-26,1.348915348450935e-26,1.0437433275833872e-26,3.86111625784604e-25,1.471654167986108e-25,8.691523150678754e-26,4.793213093811857e-26,3.730766803646976e-26,2.3026717120772717e-25,8.730369985746857e-26,5.0259686038623365e-26,2.734753626996705e-26,2.154841178483958e-26,8.099861042130592e-27,3.858813568831396e-27,2.4289130993589472e-27,1.5426972379798063e-27,1.1174340037203775e-27,1.1682903672649549e-25,4.71524864225892e-26,2.7941253047152347e-26,1.5784898457756996e-26,1.2650990057643222e-26,6.306560128557189e-26,2.4350026926892254e-26,1.4709424866924667e-26,8.841444803785077e-27,7.010766376749186e-27,4.8816625703906456e-26,2.008116557464153e-26,1.3742681675572014e-26,7.745616906484866e-27,5.9916150710530325e-27,2.2194878673358782e-24,8.624333287337751e-25,5.268222935663688e-25,2.929198791941985e-25,2.3358844465524757e-25,1.698853086115493e-24,6.642400538030334e-25,4.037939441187568e-25,2.2409408733418413e-25,1.7988808362847443e-25
56,15,experience1,5.0,confusion,hypnosis,1,1.6287998719775854e-25,1.0292536787767436e-25,7.488817562993372e-26,4.508756019797757e-26,3.474350892796135e-26,2.0295687106212215e-25,1.130870153556586e-25,8.74623551108119e-26,5.117689621803363e-26,4.2128715816219536e-26,3.892207207569206e-26,1.95436729974111e-26,1.5705166198342415e-26,8.813260119198292e-27,6.4544154435407434e-27,4.5991082427785785e-26,3.0076574137302825e-26,2.1485688927011735e-26,1.013614154120062e-26,6.645209042433008e-27,1.3641078889126524e-25,7.118141306432707e-26,5.88929072297678e-26,3.4618485439171604e-26,2.773478072495782e-26,9.84331146634278e-26,6.04480726652478e-26,4.3932620242540256e-26,2.3368452022982822e-26,1.649648854725414e-26,3.321882989598597e-25,1.6429767941528169e-25,1.2530716505116048e-25,7.072854904456571e-26,5.562615326265096e-26,2.885540015832775e-25,1.8325568459164695e-25,1.2299391745254249e-25,6.072072454012958e-26,4.360086025887094e-26,5.333638297521301e-25,2.9920507997425567e-25,2.19515202171274e-25,1.2080505611160494e-25,9.515169721186667e-26,5.97080455089829e-25,3.1772207468827357e-25,2.2596004270351185e-25,1.2886325394440597e-25,1.0554426086262496e-25,1.714407170417266e-25,9.002522258778951e-26,6.635376220445403e-26,3.631496909008427e-26,2.7570277609086897e-26,2.790095443656588e-25,1.5904625781368559e-25,1.1087937236638436e-25,6.482532882421678e-26,5.222156848292212e-26,1.4453903894119209e-25,7.122473484728116e-26,5.768748145639108e-26,3.613482930778292e-26,3.029838874700449e-26,1.304735570400887e-25,7.615497663821901e-26,5.281434414424017e-26,2.7600799425922576e-26,1.961621217743996e-26,2.582717961295607e-24,1.5863945939788991e-24,1.10179031781495e-24,5.5427770788564495e-25,4.061176997805072e-25,2.4875932288332687e-24,1.5236222242421442e-24,1.0530413898051008e-24,5.210311967595481e-25,3.849294446764271e-25
57,15,experience2,0.0,embedded,control,2,2.8116447111643524e-25,2.0418274247483116e-25,1.5850592021880738e-25,1.48742351124652e-25,1.3741477223049171e-25,4.145961806859464e-25,2.3704634778486943e-25,1.773843708019808e-25,1.639414258893473e-25,1.5120288978703477e-25,7.777556865829698e-26,2.4818887246822064e-26,1.7717262601717958e-26,1.3219390106643894e-26,1.1734290604120083e-26,5.182346403722343e-26,3.141581442683698e-26,2.3874443423750943e-26,1.9797196549510396e-26,1.7237320333960714e-26,3.3238179333747664e-25,1.5159862321585128e-25,1.2381670222611609e-25,1.097693932945769e-25,1.0070277549461628e-25,1.949162838072254e-25,1.0398439284147016e-25,8.179513568118251e-26,7.041051064284496e-26,6.208308606156964e-26,7.385975933984497e-25,2.6619038454511872e-25,1.9088045753951792e-25,1.647809734422326e-25,1.505260511418193e-25,3.9251279702086877e-25,2.1854505347317567e-25,1.5551152615278812e-25,1.3423697221942845e-25,1.1867725534827407e-25,1.065964756052039e-24,5.761816179259167e-25,4.3204925103132165e-25,3.9887835605977536e-25,3.650584936091954e-25,1.2660699409941683e-24,6.143171407186024e-25,4.4533926941141765e-25,4.0705753176982776e-25,3.722366114656495e-25,3.1580208139367125e-25,1.1734482005525252e-25,8.007875686468428e-26,6.595846210140205e-26,5.842127524917237e-26,5.2602797322957245e-25,2.839191000836279e-25,2.112728040349276e-25,1.9594816727671852e-25,1.7907748872835808e-25,3.6269532058242337e-25,1.5652993578680094e-25,1.2187761468617479e-25,1.118957116185477e-25,1.059435956722742e-25,1.8203217398686115e-25,7.449040485598341e-26,5.470295212631252e-26,3.236200877460403e-26,2.6346209149672416e-26,3.8695460890952565e-24,2.0379531627773144e-24,1.4656475459634576e-24,1.278879267199862e-24,1.1343902776247686e-24,3.678426216539474e-24,1.8532982362179668e-24,1.3162068552941364e-24,1.1270494301774196e-24,9.951800233143171e-25
58,15,experience3,0.0,relaxation,control,3,3.491720250036101e-26,2.446831072400828e-26,2.4973171621431483e-26,1.5261310318689313e-26,1.2669586255940467e-26,8.361266852557303e-26,5.829553389031255e-26,5.146325106279779e-26,2.792395585184273e-26,2.664686396406447e-26,3.178353247546532e-26,1.8712431753702732e-26,1.4631139634315863e-26,8.247733830944582e-27,6.674108712013133e-27,2.611480675866846e-26,1.766985189054885e-26,1.6897877376636698e-26,8.17058719424013e-27,6.0669791661885454e-27,6.192890268967103e-26,4.067085016864471e-26,3.2743337074541153e-26,1.8556103354686e-26,1.5259308478593843e-26,6.805822185263833e-26,4.102865327966042e-26,3.708070168811925e-26,1.5891081988974486e-26,9.86054059183082e-27,2.765521750370927e-25,1.6638845146933838e-25,1.169245739106449e-25,6.605594909020913e-26,5.284400012718845e-26,1.7318338527687596e-25,1.0751397149278924e-25,8.808119099721514e-26,4.830882544153878e-26,4.045612448406082e-26,2.4060757344263083e-25,1.474337470254524e-25,1.1672393051898744e-25,6.810772592453466e-26,6.374332497347343e-26,3.378956411066753e-25,2.1014407226414046e-25,1.545330812720613e-25,8.846260770508226e-26,7.713452549581679e-26,1.5554069060971717e-25,9.057679371828418e-26,6.949220275862594e-26,4.0236602754080766e-26,3.558150920422384e-26,1.3193505254130343e-25,7.883336195386049e-26,6.209031190558041e-26,3.885049737239777e-26,3.556054184875381e-26,8.997613553279089e-26,5.547542219256029e-26,4.1280280878667984e-26,2.5162089999428795e-26,2.2711036171860732e-26,1.121970059570263e-25,7.273457386922861e-26,5.451319685643413e-26,3.001398235282453e-26,2.4130586921673942e-26,1.5180080240726475e-24,9.796040707421968e-25,7.901431201971423e-25,4.31423173053813e-25,3.937655487667784e-25,1.4752021643154022e-24,9.538143584844128e-25,7.779155876814092e-25,4.230365448033989e-25,4.060281657594791e-25
59,15,experience4,5.0,whitenoise,hypnosis,4,4.692393766656834e-26,3.111932797358399e-26,2.696162165691569e-26,1.8914519824029895e-26,1.6971076098640022e-26,9.448988602904442e-26,5.932535509534694e-26,5.235729447380516e-26,3.704935601381486e-26,4.008435100309796e-26,3.4571362019004417e-26,2.072176830004052e-26,1.5452287073313238e-26,9.62435907570102e-27,8.479186355453862e-27,1.836753599759652e-26,1.212864951366182e-26,1.0048041114957623e-26,5.283753191810313e-27,4.291117567982734e-27,7.867613350140089e-26,4.872446145674497e-26,4.106931921806815e-26,2.4750164359730163e-26,2.1859831697456272e-26,5.859275289392419e-26,3.39459710570096e-26,2.9848405236960557e-26,1.6321351889676329e-26,1.3421584457088442e-26,3.0535837447705133e-25,1.8112525721068772e-25,1.3209853553566044e-25,8.341032212281099e-26,7.17215371936313e-26,1.0972521828824625e-25,6.624423602073663e-26,5.069987563512154e-26,3.017051361066348e-26,3.016697270440342e-26,2.2578461195159863e-25,1.264411502927557e-25,9.813926444599948e-26,6.514396248539696e-26,6.205963258243699e-26,3.3638572120863446e-25,1.9220736698662009e-25,1.4870065626796673e-25,9.526841466416636e-26,9.000049597637104e-26,1.3963519156052464e-25,8.770748356987485e-26,6.65285192425633e-26,4.5920463806216624e-26,4.526315664209735e-26,1.2385285866489256e-25,7.226541661695238e-26,5.585031117197986e-26,3.7722274915590807e-26,3.669752809334138e-26,1.2451786501139628e-25,8.158498833809232e-26,6.498732524705415e-26,4.3472148174686136e-26,4.054644125885502e-26,8.67563429599218e-26,5.997685006244171e-26,4.376552253448688e-26,2.569942615032263e-26,2.4689030559582504e-26,1.1097033195947831e-24,6.636385236175965e-25,5.0468928860098995e-25,3.0855295920641584e-25,3.387476332890027e-25,1.0432482384312603e-24,6.236445199903769e-25,4.818811937386044e-25,3.039540743691795e-25,3.7336485708908057e-25
60,16,experience1,1.0,embedded,control,1,4.7363862643737375e-25,3.817982405437864e-25,4.046862582974536e-25,1.917710020159945e-25,8.061112709799819e-26,4.885284440349229e-25,3.985254934143225e-25,4.216475811533577e-25,2.0136212516748831e-25,7.396582560099588e-26,1.4466708704515191e-25,1.1818957655054746e-25,1.0791618726712595e-25,5.416489708698035e-26,2.318002397931546e-26,1.8797494151574293e-25,1.4601893986500738e-25,1.3650481244501627e-25,6.229065582201707e-26,2.617013438071885e-26,1.5950964575175856e-24,9.485900197488133e-25,8.104930270839462e-25,3.4608478615162528e-25,1.3873889225217846e-25,9.42986124900254e-25,6.860743007717528e-25,7.2022268509517055e-25,2.9456613964823103e-25,1.1511394327745874e-25,4.802655067673083e-25,3.4469707991882646e-25,2.7055709372121417e-25,1.3575865365342867e-25,6.612128851536719e-26,6.081115741660637e-25,3.944495478594319e-25,3.3038398668247308e-25,1.6353099137123735e-25,8.002945549850864e-26,1.277612530121263e-24,8.1329057890314655e-25,6.3311408853564235e-25,3.5053880177389616e-25,2.2897137976553064e-25,1.011710944115096e-24,7.62466535571964e-25,6.432364618210038e-25,3.5603586164199437e-25,1.9597503000674244e-25,7.354460961804365e-25,4.724795729153509e-25,3.5610894242294303e-25,2.0357457017148957e-25,1.094979336329105e-25,5.5485572470982155e-25,3.6774577842019337e-25,2.800939815415297e-25,1.636783681537948e-25,9.537979826741344e-26,7.700244924491748e-25,4.68222704363937e-25,3.613650597190316e-25,1.907397179508472e-25,9.377856371576792e-26,6.3575694882397545e-25,4.640302122640125e-25,4.04111728129597e-25,2.1533488277910915e-25,1.0275794813514036e-25,2.430114821925351e-24,1.54192337944511e-24,1.2625541089334834e-24,5.917302078911655e-25,2.8386472281207653e-25,2.114222757332923e-24,1.3860910690283486e-24,1.1660769300708831e-24,5.285187920536361e-25,2.4206026177605098e-25
61,16,experience2,2.0,relaxation,control,2,5.1128378169802665e-25,3.820162968692078e-25,4.050082918782695e-25,2.0335785334150496e-25,9.778210092777892e-26,4.8670948209816235e-25,4.287970617315418e-25,4.17237652679742e-25,2.0155567476084519e-25,7.935456924261066e-26,1.3700254755810286e-25,1.0800117955393814e-25,9.52886994221404e-26,5.102155607028924e-26,2.682484493881176e-26,1.6654953603988897e-25,1.3231004886084276e-25,1.1453110904998712e-25,6.009671654337856e-26,2.7570978493549696e-26,1.3200490266440651e-24,7.4147862443696145e-25,6.626662443688413e-25,3.2640552269560365e-25,1.465709713339826e-25,8.254390007008916e-25,5.89055759455622e-25,6.456550206301709e-25,2.9576099627975886e-25,1.275840797674147e-25,5.767090869594801e-25,4.104541768931988e-25,2.9655665439083967e-25,1.816637303814786e-25,1.0821333912853909e-25,7.693317903527035e-25,4.8404467600882825e-25,3.9739203635515104e-25,2.3788027758985697e-25,1.3558415001219873e-25,1.5041315893665661e-24,1.0341116729364435e-24,8.2820779300885e-25,5.807935469271422e-25,3.7441982705057062e-25,1.2788448466927402e-24,8.975456253835172e-25,7.544967311881995e-25,4.725879441311991e-25,2.946500962666747e-25,7.629906185017684e-25,4.483485192348016e-25,3.4515705723827035e-25,2.440745859133551e-25,1.6149443483311728e-25,7.507557794833886e-25,5.428475449578279e-25,7.411467232596357e-25,6.943948459195101e-25,2.950476302902766e-25,6.9278848229090105e-25,4.573633149128343e-25,3.600767835032858e-25,2.1110506281486478e-25,1.2514535022089267e-25,6.2527875687741915e-25,4.437347669196204e-25,3.8791760677512527e-25,2.7211625638635857e-25,1.580422864665924e-25,2.0998349752451063e-24,1.4216413486204575e-24,1.19270429240939e-24,7.296828022819543e-25,4.318452135351263e-25,2.0172137970447934e-24,1.4248390729786851e-24,1.1572585126864729e-24,6.3528554191869175e-25,3.3023295247412563e-25
62,16,experience3,6.0,whitenoise,hypnosis,3,4.60938490866339e-25,3.637936932981762e-25,3.555981557872124e-25,1.6647265950415847e-25,7.284359265757909e-26,5.284048084673481e-25,4.1016656119184737e-25,3.609626749695917e-25,1.854713417969444e-25,7.293339804692703e-26,1.486295945651903e-25,1.0990011697852715e-25,9.22772970143643e-26,4.531629606281274e-26,2.11379165597521e-26,1.8016912970321825e-25,1.4344141447434784e-25,1.1844607065256247e-25,5.617832588325578e-26,2.3465296474932096e-26,1.3815487791390991e-24,7.9247509505566635e-25,6.440827130320592e-25,3.037332791801892e-25,1.2255060123733723e-25,8.345575520723627e-25,6.0591318141141145e-25,6.236912719904425e-25,2.654542800026224e-25,1.091517896429688e-25,7.775794217720833e-25,5.332809304759895e-25,3.366201629047781e-25,1.8167601599507923e-25,1.0526364104688566e-25,7.65252358013661e-25,5.6352953160753325e-25,3.8945132996786913e-25,1.7678009830711214e-25,7.984701618066137e-26,1.9713917270176172e-24,1.2052369399545584e-24,7.875654427051434e-25,4.143577471060444e-25,2.9435398728497167e-25,1.3784168639356872e-24,9.744258652164363e-25,6.7679547534356075e-25,3.781701746664944e-25,2.1160218878139845e-25,1.2268078969259115e-24,7.942791630446907e-25,5.1700981159830445e-25,2.8368933700218725e-25,1.8699369081035802e-25,7.310033966216316e-25,4.796596793688986e-25,3.4132355739806377e-25,1.8643957249350695e-25,1.03201458404608e-25,8.98553195590874e-25,5.812835494830288e-25,3.9122296295243983e-25,1.9828949587841144e-25,1.1483841687738225e-25,6.221435561180249e-25,4.854053466115941e-25,3.639200535074029e-25,1.960093330108361e-25,8.999473364469936e-26,2.6346886866084543e-24,1.7824021781313523e-24,1.198177960667236e-24,5.961486296113873e-25,3.257498794035476e-25,2.2829208754578374e-24,1.6758022835729595e-24,1.1838111065459884e-24,5.169966863721712e-25,2.4668096067146584e-25
